Subarea, Location,Package,Subdivision,Structure,Action Recommendation,Approved CCTV Vendor,Walkthrough,Vendor Surveyor,Reviewer,Corrective Action,Notes,Warranty,OC Surveyor,Reviewer,Corrective Action,Notes.1
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
