Subarea,Location,Approved CCTV Vendor,Walkthrough,Vendor Surveyor,Reviewer,Notes,Warranty,OC Surveyor,Reviewer,Notes
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
